Fund Name,Category,Subcategory,Plan,isin,scheme_code,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),YTM (%),Macaulay Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),ytm_score,duration_score,maturity_score,credit_score,total_score,fund_rating,Top Holdings Count,Fund URL
Mahindra Manulife Short Duration Dir,debt,Short Duration,Direct,INF174V01AM5,148729,6.1,7.82,6.69,Debt: Short Duration,5.34,7.43,6.75,7.92,2.53,AAA,3.09,8,6,6,9,29,Good,23,https://www.valueresearchonline.com/funds/41315/
Mirae Asset Short Duration Dir,debt,Short Duration,Direct,INF769K01DX6,142641,5.14,7.44,6.46,Debt: Short Duration,5.34,7.43,6.75,7.89,2.85,AAA,5.15,8,6,5,9,28,Good,25,https://www.valueresearchonline.com/funds/35431/
Nippon India Short Duration Dir,debt,Short Duration,Direct,INF204K01B32,118796,5.72,7.77,6.78,Debt: Short Duration,5.34,7.43,6.75,8.03,2.43,AAA,2.73,9,6,7,9,31,Good,25,https://www.valueresearchonline.com/funds/16180/
SBI Short Term Debt Dir,debt,Short Duration,Direct,INF200K01VE4,119816,5.34,7.43,6.44,Debt: Short Duration,5.34,7.43,6.75,7.94,2.12,AAA,2.56,8,6,7,9,30,Good,25,https://www.valueresearchonline.com/funds/16906/
Sundaram Short Duration Dir,debt,Short Duration,Direct,INF173K01GP0,149587,5.41,7.47,7.97,Debt: Short Duration,5.34,7.43,6.75,7.64,1.68,AAA,1.87,7,7,8,9,31,Good,25,https://www.valueresearchonline.com/funds/16590/
TRUSTMF Short Duration Dir,debt,Short Duration,Direct,INF0GCD01370,149076,5.05,7.14,,Debt: Short Duration,5.34,7.43,,7.57,1.55,AAA,1.63,5,8,8,9,30,Good,10,https://www.valueresearchonline.com/funds/41606/
Tata Short Term Bond Dir,debt,Short Duration,Direct,INF277K01QR4,119949,5.03,7.23,6.34,Debt: Short Duration,5.34,7.43,6.75,7.81,1.95,AAA,2.23,8,7,7,9,31,Good,25,https://www.valueresearchonline.com/funds/16736/
UTI Short Duration Dir,debt,Short Duration,Direct,INF789F01XY0,120718,5.26,7.45,7.57,Debt: Short Duration,5.34,7.43,6.75,7.92,2.14,AAA,2.72,8,6,6,9,29,Good,25,https://www.valueresearchonline.com/funds/17052/
Union Short Duration Dir,debt,Short Duration,Direct,INF582M01KO3,153242,5.15,,,Debt: Short Duration,5.34,,,7.32,2.25,AAA,2.54,7,6,7,9,29,Good,12,https://www.valueresearchonline.com/funds/44890/
Zerodha Nifty Short Duration G-Sec Index Dir,debt,Short Duration,Direct,INF0R8F01182,154109,,,,Debt: Short Duration,,,,,,GOI/Cash,,,,,,,N/A,3,https://www.valueresearchonline.com/funds/45752/
ABSL CRISIL IBX 50:50 Gilt+SDL Apr 2028 Index Dir,debt,Target Maturity,Direct,INF209KB14N1,150702,5.15,7.38,,Debt: Target Maturity,5.18,7.36,,6.78,1.59,GOI/Cash,1.68,5,7,8,10,30,Good,24,https://www.valueresearchonline.com/funds/42601/
ABSL CRISIL IBX 60:40 SDL+ AAA PSU Apr 2026 Index Dir,debt,Target Maturity,Direct,INF209KB10P4,150938,,,,,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/42832/
ABSL CRISIL IBX 60:40 SDL+AAA PSU-Apr 2027 Dir,debt,Target Maturity,Direct,INF209KB19H2,150353,5.84,7.28,,Debt: Target Maturity,5.18,7.36,,6.88,0.62,AAA,0.63,5,9,9,9,32,Good,25,https://www.valueresearchonline.com/funds/42264/
ABSL CRISIL IBX Gilt Apr 2028 Index Dir,debt,Target Maturity,Direct,INF209KB11U2,151577,5.2,6.99,,Debt: Target Maturity,5.18,7.36,,6.26,1.45,GOI/Cash,1.54,3,8,8,10,29,Good,3,https://www.valueresearchonline.com/funds/43266/
ABSL CRISIL IBX Gilt April 2033 Index Dir,debt,Target Maturity,Direct,INF209KB19Y7,152267,4.33,,,Debt: Target Maturity,5.18,,,7.08,5.13,GOI/Cash,6.48,6,3,5,10,24,Average,1,https://www.valueresearchonline.com/funds/43983/
ABSL CRISIL IBX Gilt June 2027 Index Dir,debt,Target Maturity,Direct,INF209KC1076,152659,5.49,,,Debt: Target Maturity,5.18,,,6.12,0.96,GOI/Cash,1.01,,,,,,N/A,1,https://www.valueresearchonline.com/funds/44343/
ABSL CRISIL IBX Gilt-Apr 2029 Index Dir,debt,Target Maturity,Direct,INF209KB12O3,150778,5.18,7.6,,Debt: Target Maturity,5.18,7.36,,6.61,2.58,GOI/Cash,2.8,4,6,7,10,27,Average,8,https://www.valueresearchonline.com/funds/42685/
ABSL CRISIL IBX Gilt-April 2026 Index Dir,debt,Target Maturity,Direct,INF209KB10N9,150698,,,,,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/42597/
ABSL CRISIL IBX SDL Jun 2032 Index Dir,debt,Target Maturity,Direct,INF209KB14S0,151427,4.15,7.39,,Debt: Target Maturity,5.18,7.36,,7.57,4.55,GOI/Cash,5.59,8,4,5,10,27,Average,11,https://www.valueresearchonline.com/funds/43138/
ABSL CRISIL-IBX AAA Fin Srvices Index-Sep 2027 Dir,debt,Target Maturity,Direct,INF209KC1290,153030,6.2,,,Debt: Target Maturity,5.18,,,7.99,1.03,AAA,1.08,8,8,8,9,33,Good,12,https://www.valueresearchonline.com/funds/44685/
ABSL CRISIL-IBX AAA NBFC-HFC Index-Sep 2026 Dir,debt,Target Maturity,Direct,INF209KC1217,152947,6.87,,,Debt: Target Maturity,5.18,,,7.31,0.12,AAA,0.13,7,10,10,9,36,Good,9,https://www.valueresearchonline.com/funds/44616/
ABSL Nifty SDL Apr 2027 Dir,debt,Target Maturity,Direct,INF209KB11F3,149794,5.71,7.32,,Debt: Target Maturity,5.18,7.36,,6.1,0.54,GOI/Cash,0.55,2,9,9,10,30,Good,25,https://www.valueresearchonline.com/funds/42027/
ABSL Nifty SDL Sep 2027 Index Dir,debt,Target Maturity,Direct,INF209KB16T3,151562,5.52,7.44,,Debt: Target Maturity,5.18,7.36,,6.69,1.15,GOI/Cash,1.19,4,8,8,10,30,Good,10,https://www.valueresearchonline.com/funds/43270/
ABSL SDL + PSU Bond Sep 2026 60:40 Dir,debt,Target Maturity,Direct,INF209KB18B7,149199,5.9,7.19,,Debt: Target Maturity,5.18,7.36,,6.44,0.19,AAA,0.19,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/41726/
Axis CRISIL IBX 50:50 Gilt Plus SDL Jun 2028 Index Dir,debt,Target Maturity,Direct,INF846K010N7,151300,5.16,7.4,,Debt: Target Maturity,5.18,7.36,,6.93,1.73,GOI/Cash,1.85,4,7,8,10,29,Good,9,https://www.valueresearchonline.com/funds/43027/
Axis CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Dir,debt,Target Maturity,Direct,INF846K012O1,151435,5.52,7.33,,Debt: Target Maturity,5.18,7.36,,6.42,1.02,GOI/Cash,1.07,3,8,8,10,29,Good,8,https://www.valueresearchonline.com/funds/43146/
Axis CRISIL IBX SDL May 2027 Dir,debt,Target Maturity,Direct,INF846K017G6,149873,5.73,7.49,,Debt: Target Maturity,5.18,7.36,,6.48,0.88,GOI/Cash,0.9,3,9,9,10,31,Good,25,https://www.valueresearchonline.com/funds/42096/
Axis CRISIL-IBX AAA Bond Fin Srvices-Sep 2027 Index Dir,debt,Target Maturity,Direct,INF846K015Y3,153051,5.85,,,Debt: Target Maturity,5.18,,,7.84,1.05,AAA,1.12,7,8,8,9,32,Good,13,https://www.valueresearchonline.com/funds/44720/
Axis CRISIL-IBX AAA Bond NBFC-HFC-Jun 2027 Index Dir,debt,Target Maturity,Direct,INF846KA1028,153172,6.24,,,Debt: Target Maturity,5.18,,,7.36,0.67,AAA,0.69,8,9,8,9,34,Good,11,https://www.valueresearchonline.com/funds/44816/
Axis CRISIL-IBX AAA Bond NBFC-Jun 2027 Index Dir,debt,Target Maturity,Direct,INF846K017X1,152887,6.33,,,Debt: Target Maturity,5.18,,,7.97,0.9,AAA,0.93,8,9,8,9,34,Good,21,https://www.valueresearchonline.com/funds/44562/
Axis Nifty AAA Bond + SDL Apr 2026 50:50 ETF,debt,Target Maturity,Direct,INF846K01Z04,148926,,,,,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/41480/
Axis Nifty AAA Bond + SDL Apr 2026 50:50 ETF FoF Dir,debt,Target Maturity,Direct,INF846K017C5,149243,,,,,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/41766/
Axis Nifty SDL September 2026 Debt Index Dir,debt,Target Maturity,Direct,INF846K018K6,150854,5.72,7.24,,Debt: Target Maturity,5.18,7.36,,5.86,0.25,GOI/Cash,0.25,1,10,10,10,31,Good,9,https://www.valueresearchonline.com/funds/42739/
BHARAT Bond ETF FOF-April 2032 Dir*,debt,Target Maturity,Direct,INF754K01NY5,149401,4,7.25,,Debt: Target Maturity,5.18,7.36,,7.68,4.73,AAA,5.71,8,4,5,9,26,Average,1,https://www.valueresearchonline.com/funds/41900/
BHARAT Bond ETF FOF-April 2033 Dir*,debt,Target Maturity,Direct,INF754K01RC2,150989,3.54,7.19,,Debt: Target Maturity,5.18,7.36,,7.63,5.26,AAA,6.57,8,3,5,9,25,Average,1,https://www.valueresearchonline.com/funds/42896/
BHARAT Bond ETF-April 2030,debt,Target Maturity,Direct,INF754K01KO2,147849,5.14,7.58,6.69,Debt: Target Maturity,4.96,7.18,6.36,7.65,3.13,AAA,3.51,7,5,6,9,27,Average,25,https://www.valueresearchonline.com/funds/40483/
BHARAT Bond ETF-April 2031,debt,Target Maturity,Direct,INF754K01LE1,148445,4.83,7.59,6.55,Debt: Target Maturity,4.96,7.18,6.36,7.66,4,AAA,4.65,8,4,6,9,27,Average,25,https://www.valueresearchonline.com/funds/41060/
BHARAT Bond ETF-April 2032,debt,Target Maturity,Direct,INF754K01OB1,149398,4.47,7.55,,Debt: Target Maturity,4.96,7.18,,7.69,4.74,AAA,5.72,8,4,5,9,26,Average,25,https://www.valueresearchonline.com/funds/41897/
BHARAT Bond ETF-April 2033,debt,Target Maturity,Direct,INF754K01QX0,150987,4.08,7.52,,Debt: Target Maturity,4.96,7.18,,7.66,5.31,AAA,6.63,8,3,5,9,25,Average,24,https://www.valueresearchonline.com/funds/42893/
BHARAT Bond FOF-April 2030 Dir*,debt,Target Maturity,Direct,INF754K01KY1,147857,4.84,7.31,6.56,Debt: Target Maturity,5.18,7.36,6.36,7.64,3.12,AAA,3.51,7,5,6,9,27,Average,1,https://www.valueresearchonline.com/funds/40490/
BHARAT Bond FOF-April 2031 Dir*,debt,Target Maturity,Direct,INF754K01LO0,148450,4.53,7.36,6.43,Debt: Target Maturity,5.18,7.36,6.36,7.65,3.99,AAA,4.64,8,4,6,9,27,Average,1,https://www.valueresearchonline.com/funds/41067/
Bandhan CRISIL IBX 90:10 SDL+Gilt-April 2032 Index Dir,debt,Target Maturity,Direct,INF194KB1EN2,150871,4.2,7.48,,Debt: Target Maturity,5.18,7.36,,5.91,0.34,GOI/Cash,0.34,7,4,5,10,26,Average,25,https://www.valueresearchonline.com/funds/42791/
Bandhan CRISIL IBX 90:10 SDL+Gilt-November 2026 Index Dir,debt,Target Maturity,Direct,INF194KB1ET9,150868,5.77,7.3,,Debt: Target Maturity,5.18,7.36,,7.58,,GOI/Cash,,1,10,10,10,31,Good,17,https://www.valueresearchonline.com/funds/42787/
Bandhan CRISIL IBX 90:10 SDL+Gilt-September 2027 Index Dir,debt,Target Maturity,Direct,INF194KB1FA6,150889,5.56,7.48,,Debt: Target Maturity,5.18,7.36,,6.79,1.12,GOI/Cash,1.18,3,8,8,10,29,Good,12,https://www.valueresearchonline.com/funds/42820/
Bandhan CRISIL IBX Gilt April 2028 Index Dir,debt,Target Maturity,Direct,INF194KB1BV1,148792,5.5,7.35,6.3,Debt: Target Maturity,5.18,7.36,6.36,6.21,1.39,GOI/Cash,1.48,2,7,8,10,27,Average,4,https://www.valueresearchonline.com/funds/41372/
Bandhan CRISIL IBX Gilt June 2027 Index Dir,debt,Target Maturity,Direct,INF194KB1BP3,148789,5.61,7.22,6.16,Debt: Target Maturity,5.18,7.36,6.36,6.12,0.93,GOI/Cash,0.97,1,8,8,10,27,Average,4,https://www.valueresearchonline.com/funds/41376/
Bandhan CRISIL-IBX 10:90 Gilt + SDL Index-Dec 2029 Dir,debt,Target Maturity,Direct,INF194KB1JL5,153389,4.28,,,Debt: Target Maturity,5.18,,,6.73,3.08,GOI/Cash,3.51,3,5,6,10,24,Average,1,https://www.valueresearchonline.com/funds/45034/
Bandhan Crisil IBX Gilt April 2026 Index Dir,debt,Target Maturity,Direct,INF194KB1EH4,150746,,,,,,,,5.15,0.01,CASH,0.01,,,,,,N/A,0,https://www.valueresearchonline.com/funds/42669/
Bandhan Crisil IBX Gilt April 2032 Index Dir,debt,Target Maturity,Direct,INF194KB1FF5,151408,4.57,7.7,,Debt: Target Maturity,5.18,7.36,,6.96,4.59,GOI/Cash,5.51,5,4,5,10,24,Average,2,https://www.valueresearchonline.com/funds/43150/
Baroda BNP Paribas NIFTY SDL December 2028 Index Dir,debt,Target Maturity,Direct,INF251K01RR7,151574,4.56,7.41,,Debt: Target Maturity,5.18,7.36,,7.12,2.2,GOI/Cash,2.46,5,6,7,10,28,Good,4,https://www.valueresearchonline.com/funds/43305/
Baroda BNP Paribas Nifty SDL December 2026 Index Dir,debt,Target Maturity,Direct,INF251K01RL0,151283,5.66,7.33,,Debt: Target Maturity,5.18,7.36,,5.93,0.51,GOI/Cash,0.53,1,9,9,10,29,Good,5,https://www.valueresearchonline.com/funds/43046/
DSP CRISIL-IBX 50:50 Gilt Plus SDL-April 2033 Index Dir,debt,Target Maturity,Direct,INF740KA1SB7,151329,3.73,7.38,,Debt: Target Maturity,5.18,7.36,,7.34,5.1,GOI/Cash,6.42,7,3,5,10,25,Average,11,https://www.valueresearchonline.com/funds/43070/
DSP Nifty SDL + G-Sec Jun 2028 30:70 Dir,debt,Target Maturity,Direct,INF740KA1QV9,149970,5.36,7.39,,Debt: Target Maturity,5.18,7.36,,6.42,1.63,GOI/Cash,1.75,3,7,8,10,28,Good,25,https://www.valueresearchonline.com/funds/42187/
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Dir,debt,Target Maturity,Direct,INF740KA1SH4,151373,5.54,7.36,,Debt: Target Maturity,5.18,7.36,,6.28,1.17,GOI/Cash,1.23,3,8,8,10,29,Good,10,https://www.valueresearchonline.com/funds/43113/
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Dir,debt,Target Maturity,Direct,INF754K01PF9,150671,2.56,7.18,,Debt: Target Maturity,5.18,7.36,,7.55,7.46,GOI/Cash,10.38,8,2,3,10,23,Average,14,https://www.valueresearchonline.com/funds/42589/
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Dir,debt,Target Maturity,Direct,INF754K01PN3,150727,5.64,7.31,,Debt: Target Maturity,5.18,7.36,,6.25,0.9,GOI/Cash,0.91,2,9,8,10,29,Good,7,https://www.valueresearchonline.com/funds/42637/
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Dir,debt,Target Maturity,Direct,INF754K01PV6,150807,5.09,7.44,,Debt: Target Maturity,5.18,7.36,,6.84,1.76,GOI/Cash,1.84,4,7,8,10,29,Good,6,https://www.valueresearchonline.com/funds/42709/
Edelweiss CRISIL IBX AAA Fin Srvices Bond-Jan 2028 Index Dir,debt,Target Maturity,Direct,INF754K01TP0,153115,6.09,,,Debt: Target Maturity,5.18,,,7.93,1.32,AAA,1.39,8,8,8,9,33,Good,14,https://www.valueresearchonline.com/funds/44748/
Edelweiss CRISIL-IBX AAA Bond NBFC-HFC-Jun 2027 Index Dir,debt,Target Maturity,Direct,INF754K01UG7,153335,6.44,,,Debt: Target Maturity,5.18,,,8.08,0.93,AAA,0.96,8,9,8,9,34,Good,14,https://www.valueresearchonline.com/funds/44976/
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Dir,debt,Target Maturity,Direct,INF754K01MD1,148795,,,,,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/41380/
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Dir,debt,Target Maturity,Direct,INF754K01MT7,149247,5.65,7.29,,Debt: Target Maturity,5.18,7.36,,7.12,0.77,AAA,0.77,4,9,9,9,31,Good,25,https://www.valueresearchonline.com/funds/41770/
HDFC NIFTY G-Sec Jun 2036 Index Dir,debt,Target Maturity,Direct,INF179KC1FS6,151489,3.63,7.61,,Debt: Target Maturity,5.18,7.36,,7.14,7.14,GOI/Cash,9.86,6,2,4,10,22,Average,2,https://www.valueresearchonline.com/funds/43251/
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Dir,debt,Target Maturity,Direct,INF179KC1GA2,151570,5.67,7.3,,Debt: Target Maturity,5.18,7.36,,6.25,0.89,GOI/Cash,0.93,3,9,9,10,31,Good,10,https://www.valueresearchonline.com/funds/43338/
HDFC Nifty G-Sec Apr 2029 Index Dir,debt,Target Maturity,Direct,INF179KC1FQ0,151495,5.16,7.58,,Debt: Target Maturity,5.18,7.36,,6.63,2.61,GOI/Cash,2.86,4,6,7,10,27,Average,2,https://www.valueresearchonline.com/funds/43249/
HDFC Nifty G-Sec July 2031 Index Dir,debt,Target Maturity,Direct,INF179KC1EH2,150847,4.7,7.67,,Debt: Target Maturity,5.18,7.36,,6.97,4.26,GOI/Cash,5.01,5,4,5,10,24,Average,6,https://www.valueresearchonline.com/funds/42764/
HDFC Nifty G-Sec Jun 2027 Index Dir,debt,Target Maturity,Direct,INF179KC1EJ8,151181,5.61,7.22,,Debt: Target Maturity,5.18,7.36,,6.16,0.98,GOI/Cash,1.03,2,9,8,10,29,Good,2,https://www.valueresearchonline.com/funds/42927/
HDFC Nifty G-Sec Sep 2032 Index Dir,debt,Target Maturity,Direct,INF179KC1EL4,151183,4.29,7.63,,Debt: Target Maturity,5.18,7.36,,7.1,5,GOI/Cash,6.19,6,3,5,10,24,Average,4,https://www.valueresearchonline.com/funds/42929/
HDFC Nifty G-sec Dec 2026 Index Dir,debt,Target Maturity,Direct,INF179KC1EE9,150845,5.57,7.03,,Debt: Target Maturity,5.18,7.36,,5.77,0.42,GOI/Cash,0.42,1,10,10,10,31,Good,4,https://www.valueresearchonline.com/funds/42762/
HDFC Nifty SDL Oct 2026 Index Dir,debt,Target Maturity,Direct,INF179KC1FI7,151456,5.68,7.19,,Debt: Target Maturity,5.18,7.36,,5.71,0.22,GOI/Cash,0.22,1,10,10,10,31,Good,25,https://www.valueresearchonline.com/funds/43194/
HSBC CRISIL IBX 50:50 Gilt+SDL Apr 2028 Dir,debt,Target Maturity,Direct,INF336L01QH7,149966,5.24,7.37,,Debt: Target Maturity,5.18,7.36,,6.79,1.61,GOI/Cash,1.71,4,7,8,10,29,Good,25,https://www.valueresearchonline.com/funds/42191/
HSBC CRISIL IBX Gilt June 2027 Index Dir,debt,Target Maturity,Direct,INF336L01QT2,151479,5.62,7.24,,Debt: Target Maturity,5.18,7.36,,6.12,0.94,GOI/Cash,0.99,2,8,8,10,28,Good,4,https://www.valueresearchonline.com/funds/43207/
ICICI Pru Nifty G-Sec Dec 2030 Index Dir,debt,Target Maturity,Direct,INF109KC18K8,150733,4.74,7.59,,Debt: Target Maturity,5.18,7.36,,6.84,3.66,GOI/Cash,4.43,5,5,6,10,26,Average,7,https://www.valueresearchonline.com/funds/42651/
ICICI Pru Nifty PSU Bond + SDL Sep 2027 40:60 Index Dir,debt,Target Maturity,Direct,INF109KC1S88,149210,5.43,7.35,,Debt: Target Maturity,5.18,7.36,,7.24,1.12,AAA,1.18,5,8,8,9,30,Good,25,https://www.valueresearchonline.com/funds/41730/
ICICI Pru Nifty SDL Dec 2028 Index Dir,debt,Target Maturity,Direct,INF109KC14L5,150729,4.63,7.48,,Debt: Target Maturity,5.18,7.36,,7.38,2.21,GOI/Cash,2.46,6,6,7,10,29,Good,25,https://www.valueresearchonline.com/funds/42647/
ICICI Pru Nifty SDL Sep 2026 Index Dir,debt,Target Maturity,Direct,INF109KC13P8,151211,5.65,7.18,,Debt: Target Maturity,5.18,7.36,,5.76,0.23,GOI/Cash,0.24,1,10,10,10,31,Good,19,https://www.valueresearchonline.com/funds/42954/
ICICI Pru Nifty SDL Sep 2027 Index Dir,debt,Target Maturity,Direct,INF109KC14B6,149999,5.49,7.47,,Debt: Target Maturity,5.18,7.36,,6.86,1.13,GOI/Cash,1.18,4,8,8,10,30,Good,25,https://www.valueresearchonline.com/funds/42229/
Invesco India Nifty G-sec Jul 2027 Index Dir,debt,Target Maturity,Direct,INF205KA1775,151593,5.65,7.26,,Debt: Target Maturity,5.18,7.36,,6.14,0.95,GOI/Cash,1,2,8,8,10,28,Good,3,https://www.valueresearchonline.com/funds/43345/
Invesco India Nifty G-sec Sep 2032 Index Dir,debt,Target Maturity,Direct,INF205KA1817,151597,4.46,7.69,,Debt: Target Maturity,5.18,7.36,,7.01,4.7,GOI/Cash,5.74,6,4,5,10,25,Average,3,https://www.valueresearchonline.com/funds/43349/
Kotak CRISIL IBX AAA Financial Services Index-Sep 2027 Dir,debt,Target Maturity,Direct,INF174KA1TF1,152869,6.08,,,Debt: Target Maturity,5.18,,,8.02,1.14,AAA,1.22,9,8,8,9,34,Good,17,https://www.valueresearchonline.com/funds/44551/
Kotak CRISIL-IBX AAA Bond Fin Srvices Index-Dec 2026 Dir,debt,Target Maturity,Direct,INF174KA1UX2,153313,6.36,,,Debt: Target Maturity,5.18,,,7.87,0.4,AAA,0.4,8,10,10,9,37,Good,17,https://www.valueresearchonline.com/funds/44942/
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Dir,debt,Target Maturity,Direct,INF174KA1WY6,153680,,,,Debt: Target Maturity,,,,7.97,1.47,AAA,1.55,8,8,8,9,33,Good,12,https://www.valueresearchonline.com/funds/45291/
Kotak Nifty G-Sec July 2033 Index Dir,debt,Target Maturity,Direct,INF174KA1PJ1,152098,4.22,,,Debt: Target Maturity,5.18,,,7.08,5.09,GOI/Cash,6.39,6,3,5,10,24,Average,2,https://www.valueresearchonline.com/funds/43810/
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Dir,debt,Target Maturity,Direct,INF174KA1IL2,149855,5.81,7.44,,Debt: Target Maturity,5.18,7.36,,6.35,0.74,GOI/Cash,0.76,3,9,9,10,31,Good,25,https://www.valueresearchonline.com/funds/42084/
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Dir,debt,Target Maturity,Direct,INF174KA1IR9,149865,4.01,7.33,,Debt: Target Maturity,5.18,7.36,,7.7,4.56,GOI/Cash,5.61,8,4,5,10,27,Average,25,https://www.valueresearchonline.com/funds/42088/
Kotak Nifty SDL Jul 2026 Index Dir,debt,Target Maturity,Direct,INF174KA1LC5,151218,5.63,7.11,,Debt: Target Maturity,5.18,7.36,,5.61,0.11,GOI/Cash,0.11,1,10,10,10,31,Good,6,https://www.valueresearchonline.com/funds/42958/
Kotak Nifty SDL Jul 2033 Index Dir,debt,Target Maturity,Direct,INF174KA1MJ8,151420,3.04,7.09,,Debt: Target Maturity,5.18,7.36,,7.73,5.12,GOI/Cash,6.53,8,3,5,10,26,Average,12,https://www.valueresearchonline.com/funds/43166/
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Dir,debt,Target Maturity,Direct,INF174KA1JT3,150725,5.11,7.37,,Debt: Target Maturity,5.18,7.36,,7.45,1.72,AAA,1.83,7,7,8,9,31,Good,25,https://www.valueresearchonline.com/funds/42643/
Mirae Asset CRISIL IBX Gilt Index-April 2033 Index Dir,debt,Target Maturity,Direct,INF769K01IX5,150792,3.99,7.44,,Debt: Target Maturity,5.18,7.36,,7.06,5.2,GOI/Cash,6.25,6,3,5,10,24,Average,6,https://www.valueresearchonline.com/funds/42697/
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Dir,debt,Target Maturity,Direct,INF769K01JC7,150787,,,,,,,,5.14,0.01,Cash,0.01,,,,,,N/A,0,https://www.valueresearchonline.com/funds/42701/
Mirae Asset Nifty SDL Jun 2027 Index Dir,debt,Target Maturity,Direct,INF769K01IH8,150358,5.67,7.48,,Debt: Target Maturity,5.18,7.36,,6.56,0.94,GOI/Cash,0.94,4,9,9,10,32,Good,25,https://www.valueresearchonline.com/funds/42238/
Mirae Asset Nifty SDL June 2028 Index Dir,debt,Target Maturity,Direct,INF769K01JZ8,151691,5.1,7.53,,Debt: Target Maturity,5.18,7.36,,7.26,1.82,GOI/Cash,1.9,7,7,8,10,32,Good,16,https://www.valueresearchonline.com/funds/43395/
Nippon India CRISIL IBX AAA Fin Srvices-Dec 2026 Index Dir,debt,Target Maturity,Direct,INF204KC1DM3,152992,6.56,,,Debt: Target Maturity,5.18,,,7.92,0.37,AAA,0.38,8,10,10,9,37,Good,18,https://www.valueresearchonline.com/funds/44654/
Nippon India CRISIL IBX AAA Fin Srvices-Jan 2028 Index Dir,debt,Target Maturity,Direct,INF204KC1DS0,152996,5.94,,,Debt: Target Maturity,5.18,,,7.98,1.39,AAA,1.46,8,8,8,9,33,Good,16,https://www.valueresearchonline.com/funds/44658/
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Wght,debt,Target Maturity,Direct,INF204KC1022,148798,,,,,,,,5.24,0.01,CASH,0.01,,,,,,N/A,0,https://www.valueresearchonline.com/funds/41392/
Nippon India Nifty AAA CPSE Bond + SDL-Apr 2027 Mtrty 60:40 Dir,debt,Target Maturity,Direct,INF204KC1527,150012,5.89,7.3,,Debt: Target Maturity,5.18,7.36,,7.16,0.61,AAA,0.62,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/42221/
Nippon India Nifty AAA PSU Bond+SDL-Sep 2026 Mtrty 50:50 Index Dir,debt,Target Maturity,Direct,INF204KC1683,150754,5.97,7.16,,Debt: Target Maturity,5.18,7.36,,6.53,0.18,AAA,0.18,4,10,10,9,33,Good,25,https://www.valueresearchonline.com/funds/42663/
Nippon India Nifty G-Sec Jun 2036 Mtrty Index Dir,debt,Target Maturity,Direct,INF204KC1AC0,150920,3.5,7.58,,Debt: Target Maturity,5.18,7.36,,7.13,7.09,GOI/Cash,9.74,6,2,4,10,22,Average,4,https://www.valueresearchonline.com/funds/42828/
