Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Macaulay Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,ISIN,Scheme Code,Duration Score (3),Maturity Score (3),YTM Score (3),Credit Score (3),Debt Quality (12),Std Dev Score (3),Sharpe Score (3),Sortino Score (3),Mean Return Score (3),Risk & Return (12),Num Stocks Score (2.5),Top10 Score (2.5),Top5 Score (2.5),Top3 Sectors Score (2.5),Diversification (10),PE Score (2),PB Score (2),Valuation (4),Num Securities Score (2),Portfolio Breadth (2),Total Score (40),Risk Category,Fund Rating
Bank of India Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,12.26,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,7.72,2.96,AAA,3.65,25,https://www.valueresearchonline.com/funds/44098/,INF761K01FZ3,152396,2,2,2,3,9,1,1,1,1,4,1.5,1.5,1.5,2.5,7,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
Baroda BNP Paribas Multi Asset Active FoF Dir,hybrid,Multi Asset Allocation,Direct,12.41,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,,,AAA,,1,https://www.valueresearchonline.com/funds/45178/,INF251K01UO8,153552,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
Baroda BNP Paribas Multi Asset Dir,hybrid,Multi Asset Allocation,Direct,10.58,17.13,,Hybrid: Multi Asset Allocation,12.45,16.84,,,1.04,1,11.03,16.88,7.14,2.37,AAA,3.72,25,https://www.valueresearchonline.com/funds/42783/,INF251K01RF2,150865,2,2,1,3,8,2,2,2,3,9,2,1.5,1.5,2,7,1.5,1.5,3,1.5,1.5,28.5,Low Risk,Good
Canara Robeco Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,10.87,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,6.12,0.37,GOI/Cash,0.38,25,https://www.valueresearchonline.com/funds/45168/,INF760K01LH1,153465,3,3,1,3,10,1,1,1,1,4,1.5,1.5,1.5,2,6.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Capitalmind Multi Asset Allocation Dir*,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,6.36,0.1,AAA,0.1,25,https://www.valueresearchonline.com/funds/45851/,INF955L01JF3,152898,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,15,Moderately High Risk,Average
DSP Multi Asset Allocation Dir*,hybrid,Multi Asset Allocation,Direct,19.83,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,6.23,3.53,AAA,7.49,25,https://www.valueresearchonline.com/funds/43741/,INF740KA1TE9,152056,2,2,1,3,8,1,1,1,1,4,1.5,2,2,2.5,8,2,1.5,3.5,1.5,1.5,25,Moderate Risk,Average
DSP Multi Asset Omni FoF Dir*,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,9,https://www.valueresearchonline.com/funds/45803/,INF740KA1YE9,154167,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,15,Moderately High Risk,Average
Edelweiss Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,6.35,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,7.75,1.63,AAA,1.78,25,https://www.valueresearchonline.com/funds/43551/,INF754K01RS8,151792,2,2,2,3,9,1,1,1,1,4,1.5,2,2.5,1,7,1.5,2,3.5,1.5,1.5,25,Moderate Risk,Average
Edelweiss Multi Asset Omni FoF Dir*,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,8,https://www.valueresearchonline.com/funds/45419/,INF754K01VN1,153776,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
Franklin India Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,7.85,0.9,AAA,1.06,25,https://www.valueresearchonline.com/funds/45368/,INF090I01YH0,153731,2,2,2,3,9,1,1,1,1,4,1.5,2,2,2,7.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Groww Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,6.06,0,AAA,0,25,https://www.valueresearchonline.com/funds/45464/,INF666M01MA9,153821,3,3,1,3,10,1,1,1,1,4,2,2,1.5,2,7.5,2,1.5,3.5,1.5,1.5,26.5,Moderate Risk,Average
Groww Multi Asset Omni FoF Dir*,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,9,https://www.valueresearchonline.com/funds/45675/,INF666M01NC3,154028,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
HDFC Multi-Asset Active FoF Dir,hybrid,Multi Asset Allocation,Direct,7.63,14.95,14.17,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.12,7.65,14.41,,,AAA,,10,https://www.valueresearchonline.com/funds/41462/,INF179KC1BA3,148903,1,1,1,3,6,2,3,3,2,10,1,1,1,1,4,1,1,2,1,1,23,Moderate Risk,Average
HDFC Multi-Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,6.06,13.41,12.57,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,0.76,0.95,7.68,13.12,7.25,2.5,AAA,2.78,25,https://www.valueresearchonline.com/funds/16128/,INF336L01RJ1,152381,2,2,1,3,8,2,2,2,2,8,2,2,1.5,2,7.5,1.5,1.5,3,1.5,1.5,28,Low Risk,Good
HSBC Multi Asset Active FoF Dir*,hybrid,Multi Asset Allocation,Direct,16.11,17.07,13.73,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,0.97,0.98,11.15,16.76,,,AAA,,5,https://www.valueresearchonline.com/funds/25864/,INF336L01IJ0,129193,1,1,1,3,6,2,2,2,3,9,1,1,1,1,4,1,1,2,1,1,22,Moderate Risk,Average
HSBC Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,20.32,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,7.7,2.65,AAA,3.65,25,https://www.valueresearchonline.com/funds/44089/,INF336L01RI3,152380,2,2,2,3,9,1,1,1,1,4,2,2,2.5,1.5,8,1.5,1,2.5,1.5,1.5,25,Moderate Risk,Average
ICICI Pru Multi Asset Dir*,hybrid,Multi Asset Allocation,Direct,7.58,17.45,18.35,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.24,8.87,16.85,6.94,2.26,AAA,4.14,25,https://www.valueresearchonline.com/funds/15945/,INF109K015K4,120334,2,2,2,3,9,2,3,3,3,11,2.5,2,2,2,8.5,2,1.5,3.5,2,2,34,Very Low Risk,Good
ICICI Pru Passive Multi-Asset FoF Dir*,hybrid,Multi Asset Allocation,Direct,11.43,13.85,,Hybrid: Multi Asset Allocation,12.45,16.84,,,,1.12,7.07,13.79,,,AAA,,25,https://www.valueresearchonline.com/funds/41932/,INF109KC1Y15,149441,1,1,1,3,6,2,2,2,2,8,1,1,1,1,4,1,1,2,1.5,1.5,21.5,Moderate Risk,Average
Invesco India Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,16.68,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,,,AAA,,25,https://www.valueresearchonline.com/funds/44738/,INF205KA1AC1,153047,1,1,1,3,6,1,1,1,1,4,2,1.5,1,2.5,7,1.5,1.5,3,1.5,1.5,21.5,Moderate Risk,Average
Kotak Multi Asset Active FoF Dir,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,5,https://www.valueresearchonline.com/funds/45941/,INF174KA1ZO0,154316,,,,,,,,,,,,,,,,,,,,,,,
Kotak Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,22.55,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,7.14,3.24,AAA,7.81,25,https://www.valueresearchonline.com/funds/43732/,INF174KA1PD4,152064,1,1,2,3,7,1,1,1,1,4,2,2,2,2,8,2,2,4,1.5,1.5,24.5,Moderate Risk,Average
Kotak Multi Asset Omni FoF Dir*,hybrid,Multi Asset Allocation,Direct,11.22,17.21,16.69,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.04,10.48,16.78,,,GOI/Cash,,11,https://www.valueresearchonline.com/funds/17436/,INF174K01LN3,119777,1,1,1,3,6,2,2,2,3,9,1,1,1,1,4,1,1,2,1,1,22,Moderate Risk,Average
LIC MF Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,10.35,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,,,AAA,,25,https://www.valueresearchonline.com/funds/44886/,INF767K01RZ5,153246,1,1,1,3,6,1,1,1,1,4,2,2,2,2,8,1.5,1.5,3,1.5,1.5,22.5,Moderate Risk,Average
Mahindra Manulife Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,16.62,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,7.65,2.5,AAA,3.79,25,https://www.valueresearchonline.com/funds/44130/,INF174V01BW2,152443,2,2,2,3,9,1,1,1,1,4,2,2,2,2.5,8.5,1.5,1.5,3,1.5,1.5,26,Moderate Risk,Average
Mirae Asset Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,13.12,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,6.38,2.01,AAA,2.51,25,https://www.valueresearchonline.com/funds/44004/,INF769K01KZ6,152344,2,2,1,3,8,1,1,1,1,4,2.5,2,2,2,8.5,1.5,1.5,3,2,2,25.5,Moderate Risk,Average
Motilal Oswal Asset Allocation Passive FoF-Agrssv Dir*,hybrid,Multi Asset Allocation,Direct,12.3,16.59,13.53,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.16,9.16,16.48,,,GOI/Cash,,2,https://www.valueresearchonline.com/funds/41334/,INF247L01AL2,148747,1,1,1,3,6,2,2,2,3,9,1,1,1,1,4,1,1,2,1,1,22,Moderate Risk,Average
Motilal Oswal Asset Allocation Passive FoF-Cons Dir*,hybrid,Multi Asset Allocation,Direct,11.32,14.02,11.29,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.28,5.95,13.5,,,GOI/Cash,,2,https://www.valueresearchonline.com/funds/41336/,INF247L01AN8,148750,1,1,1,3,6,2,3,3,2,10,1,1,1,1,4,1,1,2,1,1,23,Moderate Risk,Average
Nippon India Multi Asset Allocation Dir*,hybrid,Multi Asset Allocation,Direct,16.82,20.63,17.07,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.47,9.61,20.03,7.02,2.35,AAA,2.84,25,https://www.valueresearchonline.com/funds/41074/,INF204KB19V4,148457,1,1,1,3,6,2,3,3,3,11,2.5,2,2,2,8.5,1.5,1.5,3,2,2,30.5,Low Risk,Good
Nippon India Multi-Asset Omni FoF Dir,hybrid,Multi Asset Allocation,Direct,11.59,19.28,17.28,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.28,10.07,18.8,,,AAA,,4,https://www.valueresearchonline.com/funds/41267/,INF204KB16Y4,148666,1,1,1,3,6,2,3,3,3,11,1,1,1,1,4,1,1,2,1,1,24,Moderate Risk,Average
PGIM India Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,6.24,,GOI/Cash,2.53,25,https://www.valueresearchonline.com/funds/45619/,INF663L010A3,153987,1,1,1,3,6,1,1,1,1,4,2,2,2,2.5,8.5,1.5,1.5,3,1.5,1.5,23,Moderate Risk,Average
Quant Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,21.27,25.11,21.5,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.5,11.98,23.88,5.86,1.31,GOI/Cash,2.25,23,https://www.valueresearchonline.com/funds/17359/,INF966L01580,120821,2,3,1,3,9,1,2,2,3,8,1,1,1,1.5,4.5,2,1.5,3.5,1.5,1.5,26.5,Moderate Risk,Average
Quantum Multi Asset Active FoF Dir*,hybrid,Multi Asset Allocation,Direct,7.11,12.18,10.28,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,0.92,6.48,11.84,,,AAA,,2,https://www.valueresearchonline.com/funds/15074/,INF082J01168,117608,1,1,1,3,6,2,2,2,2,8,1,1,1,1,4,1,1,2,1,1,21,Moderate Risk,Average
Quantum Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,4.61,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,,,GOI/Cash,,25,https://www.valueresearchonline.com/funds/44176/,INF082J01457,152474,1,1,1,3,6,1,1,1,1,4,1.5,1,1,2,5.5,1.5,1.5,3,1.5,1.5,20,Moderate Risk,Average
SBI Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,13.79,17.6,14.59,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,1.35,8.42,17.2,8.07,1.75,AAA,2.15,25,https://www.valueresearchonline.com/funds/17657/,INF200K01TZ3,119843,2,2,2,3,9,2,3,3,3,11,2,2.5,2.5,2.5,9.5,2,2,4,1.5,1.5,35,Very Low Risk,Good
Samco Multi Asset Allocation Dir*,hybrid,Multi Asset Allocation,Direct,4.79,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,5.82,0.58,GOI/Cash,0.61,25,https://www.valueresearchonline.com/funds/44777/,INF0K1H01230,153092,3,3,1,3,10,1,1,1,1,4,2,1.5,1,2.5,7,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
Shriram Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,10.56,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,6.95,0.86,AAA,0.92,25,https://www.valueresearchonline.com/funds/43717/,INF680P01406,152051,3,3,1,3,10,1,1,1,1,4,2,1.5,1.5,2,7,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
Sundaram Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,9.68,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,6.44,2.66,GOI/Cash,3.16,25,https://www.valueresearchonline.com/funds/44042/,INF903JA1LK9,152314,2,2,1,3,8,1,1,1,1,4,2,1.5,2,2,7.5,1.5,1.5,3,1.5,1.5,24,Moderate Risk,Average
Tata Multi Asset Allocation Dir*,hybrid,Multi Asset Allocation,Direct,10.51,15.68,14.29,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,,0.98,9.64,15.31,7.73,2.85,GOI/Cash,3.69,25,https://www.valueresearchonline.com/funds/40686/,INF277K019Y3,148053,2,2,2,3,9,2,2,2,2,8,2,2.5,2.5,2,9,2,1.5,3.5,1.5,1.5,31,Low Risk,Good
The Wealth Company Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,25,https://www.valueresearchonline.com/funds/45635/,INF2F0001347,153999,1,1,1,3,6,1,1,1,1,4,1.5,2,2,2,7.5,1.5,1.5,3,1.5,1.5,22,Moderate Risk,Average
UTI Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,7.91,17.17,14.65,Hybrid: Multi Asset Allocation,12.45,16.84,14.59,,0.91,1.07,10.6,17.19,7.69,4.98,AAA,9.32,25,https://www.valueresearchonline.com/funds/15963/,INF789F01VE6,120760,2,2,1,3,8,2,2,2,3,9,2.5,2,2,2,8.5,1.5,1,2.5,1.5,1.5,29.5,Low Risk,Good
Union Multi Asset Allocation Dir,hybrid,Multi Asset Allocation,Direct,15.53,,,Hybrid: Multi Asset Allocation,12.45,,,,,,,,6.19,1.91,AAA,2.65,25,https://www.valueresearchonline.com/funds/44470/,INF582M01JY4,152787,2,2,1,3,8,1,1,1,1,4,2,2,2,2,8,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
WhiteOak Capital Multi Asset Allocation Dir*,hybrid,Multi Asset Allocation,Direct,12.9,16.76,,Hybrid: Multi Asset Allocation,12.45,16.84,,,,1.97,5.1,15.89,6.59,1.7,AAA,1.96,25,https://www.valueresearchonline.com/funds/43501/,INF03VN01761,151745,2,2,1,3,8,1,1,1,1,4,2.5,2.5,2.5,2.5,10,1.5,1.5,3,2,2,27,Low Risk,Good
Zerodha Multi Asset Passive FoF Dir,hybrid,Multi Asset Allocation,Direct,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,GOI/Cash,,2,https://www.valueresearchonline.com/funds/45395/,INF0R8F01117,153757,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
360 ONE Multi Asset Allocation Reg*,hybrid,Multi Asset Allocation,Regular,,,,Hybrid: Multi Asset Allocation,,,,,,,,,7.48,3.36,AAA,5.27,25,https://www.valueresearchonline.com/funds/45412/,INF579M01BJ8,153772,2,2,2,3,9,1,1,1,1,4,1.5,1.5,1.5,2.5,7,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
ABSL Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,14.01,16,,Hybrid: Multi Asset Allocation,11.24,15.78,,,,0.95,10.26,15.63,7.3,1.76,AAA,2.04,25,https://www.valueresearchonline.com/funds/43040/,INF209KB12R6,151309,2,3,2,3,10,2,2,2,3,9,2,2,2,2,8,1.5,1.5,3,1.5,1.5,31.5,Low Risk,Good
ABSL Multi-Asset Omni FoF Reg*,hybrid,Multi Asset Allocation,Regular,12.4,17.22,13.09,Hybrid: Multi Asset Allocation,11.24,15.78,13.48,,,1,10.87,16.73,,,AAA,,10,https://www.valueresearchonline.com/funds/3514/,INF084M01AE2,131864,1,1,1,3,6,2,2,2,3,9,1,1,1,1,4,1,1,2,1,1,22,Moderate Risk,Average
ABSL Multi-Asset Passive FoF Reg*,hybrid,Multi Asset Allocation,Regular,10.69,16.97,,Hybrid: Multi Asset Allocation,11.24,15.78,,,,0.94,11.3,16.53,,,GOI/Cash,,9,https://www.valueresearchonline.com/funds/42607/,INF209KB12M7,150690,1,1,1,3,6,2,2,2,3,9,1,1,1,1,4,1,1,2,1,1,22,Moderate Risk,Average
Axis Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,11.62,13.16,9.95,Hybrid: Multi Asset Allocation,11.24,15.78,13.48,,0.87,0.74,9.82,13.18,7.15,1.93,AAA,2.31,25,https://www.valueresearchonline.com/funds/11343/,INF846K01768,113064,2,2,2,3,9,2,2,2,2,8,2,2,1.5,2,7.5,1.5,1.5,3,1.5,1.5,29,Low Risk,Good
Axis Multi-Asset Active FoF Reg*,hybrid,Multi Asset Allocation,Regular,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,14,https://www.valueresearchonline.com/funds/45608/,INF846KA1333,153963,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
Bajaj Finserv Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,10.76,,,Hybrid: Multi Asset Allocation,11.24,,,,0.99,,,,7.32,1.31,AAA,1.43,25,https://www.valueresearchonline.com/funds/44327/,INF0QA701797,152642,2,2,2,3,9,1,1,1,1,4,2,1.5,2,2,7.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Bandhan Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,16.07,,,Hybrid: Multi Asset Allocation,11.24,,,,,,,,6.34,,GOI/Cash,2.5,25,https://www.valueresearchonline.com/funds/44028/,INF194KB1HJ3,152326,2,1,1,3,7,1,1,1,1,4,2.5,2,2,2,8.5,1.5,1.5,3,2,2,24.5,Moderate Risk,Average
Bandhan Multi-Asset Passive FoF Reg,hybrid,Multi Asset Allocation,Regular,4.24,10.14,8.78,Hybrid: Multi Asset Allocation,11.24,15.78,13.48,,,0.61,7.44,10.37,,,GOI/Cash,,1,https://www.valueresearchonline.com/funds/10848/,INF194K01AB9,112329,1,1,1,3,6,2,2,2,2,8,1,1,1,1,4,1,1,2,1,1,21,Moderate Risk,Average
Bank of India Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,11.03,,,Hybrid: Multi Asset Allocation,11.24,,,,,,,,7.72,2.96,AAA,3.65,25,https://www.valueresearchonline.com/funds/44096/,INF761K01FW0,152398,2,2,2,3,9,1,1,1,1,4,1.5,1.5,1.5,2.5,7,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
Baroda BNP Paribas Multi Asset Active FoF Reg,hybrid,Multi Asset Allocation,Regular,11.43,,,Hybrid: Multi Asset Allocation,11.24,,,,,,,,,,AAA,,1,https://www.valueresearchonline.com/funds/45176/,INF251K01UM2,153548,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
Baroda BNP Paribas Multi Asset Reg,hybrid,Multi Asset Allocation,Regular,9.29,15.61,,Hybrid: Multi Asset Allocation,11.24,15.78,,,1.04,0.88,11,15.56,7.14,2.37,AAA,3.72,25,https://www.valueresearchonline.com/funds/42781/,INF251K01RC9,150863,2,2,1,3,8,2,2,2,3,9,2,1.5,1.5,2,7,1.5,1.5,3,1.5,1.5,28.5,Low Risk,Good
Canara Robeco Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,9.07,,,Hybrid: Multi Asset Allocation,11.24,,,,,,,,6.12,0.37,GOI/Cash,0.38,25,https://www.valueresearchonline.com/funds/45166/,INF760K01LG3,153466,3,3,1,3,10,1,1,1,1,4,1.5,1.5,1.5,2,6.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Capitalmind Multi Asset Allocation Reg*,hybrid,Multi Asset Allocation,Regular,,,,Hybrid: Multi Asset Allocation,,,,,,,,,6.36,0.1,AAA,0.1,25,https://www.valueresearchonline.com/funds/45849/,INF226401083,154231,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,15,Moderately High Risk,Average
DSP Multi Asset Allocation Reg*,hybrid,Multi Asset Allocation,Regular,18.41,,,Hybrid: Multi Asset Allocation,11.24,,,,,,,,6.23,3.53,AAA,7.49,25,https://www.valueresearchonline.com/funds/43739/,INF740KA1TB5,152053,2,2,1,3,8,1,1,1,1,4,1.5,2,2,2.5,8,2,1.5,3.5,1.5,1.5,25,Moderate Risk,Average
DSP Multi Asset Omni FoF Reg*,hybrid,Multi Asset Allocation,Regular,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,9,https://www.valueresearchonline.com/funds/45801/,INF740KA1YB5,154165,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,15,Moderately High Risk,Average
Edelweiss Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,5.99,,,Hybrid: Multi Asset Allocation,11.24,,,,,,,,7.75,1.63,AAA,1.78,25,https://www.valueresearchonline.com/funds/43549/,INF754K01RO7,151795,2,2,2,3,9,1,1,1,1,4,1.5,2,2.5,1,7,1.5,2,3.5,1.5,1.5,25,Moderate Risk,Average
Edelweiss Multi Asset Omni FoF Reg*,hybrid,Multi Asset Allocation,Regular,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,8,https://www.valueresearchonline.com/funds/45417/,INF754K01VR2,153779,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
Franklin India Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,,,,Hybrid: Multi Asset Allocation,,,,,,,,,7.85,0.9,AAA,1.06,25,https://www.valueresearchonline.com/funds/45366/,INF761K01FX8,152395,2,2,2,3,9,1,1,1,1,4,1.5,2,2,2,7.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Groww Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,,,,Hybrid: Multi Asset Allocation,,,,,,,,,6.06,0,AAA,0,25,https://www.valueresearchonline.com/funds/45462/,INF666M01MD3,153851,3,3,1,3,10,1,1,1,1,4,2,2,1.5,2,7.5,2,1.5,3.5,1.5,1.5,26.5,Moderate Risk,Average
Groww Multi Asset Omni FoF Reg*,hybrid,Multi Asset Allocation,Regular,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,9,https://www.valueresearchonline.com/funds/45673/,INF666M01NF6,154057,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
HDFC Multi-Asset Active FoF Reg,hybrid,Multi Asset Allocation,Regular,6.52,13.71,12.88,Hybrid: Multi Asset Allocation,11.24,15.78,13.48,,,0.98,7.66,13.35,,,AAA,,10,https://www.valueresearchonline.com/funds/41460/,INF846KA1341,153962,1,1,1,3,6,2,3,3,2,10,1,1,1,1,4,1,1,2,1,1,23,Moderate Risk,Average
HDFC Multi-Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,4.93,12.14,11.21,Hybrid: Multi Asset Allocation,11.24,15.78,13.48,,0.76,0.8,7.67,11.98,7.25,2.5,AAA,2.78,25,https://www.valueresearchonline.com/funds/2818/,INF336L01RF9,152378,2,2,1,3,8,2,2,2,2,8,2,2,1.5,2,7.5,1.5,1.5,3,1.5,1.5,28,Low Risk,Good
HSBC Multi Asset Active FoF Reg*,hybrid,Multi Asset Allocation,Regular,15.71,16.11,12.86,Hybrid: Multi Asset Allocation,11.24,15.78,13.48,,0.97,0.92,10.92,15.89,,,AAA,,5,https://www.valueresearchonline.com/funds/25862/,INF846KA1341,153962,1,1,1,3,6,2,2,2,3,9,1,1,1,1,4,1,1,2,1,1,22,Moderate Risk,Average
HSBC Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,18.71,,,Hybrid: Multi Asset Allocation,11.24,,,,,,,,7.7,2.65,AAA,3.65,25,https://www.valueresearchonline.com/funds/44087/,INF336L01RF9,152378,2,2,2,3,9,1,1,1,1,4,2,2,2.5,1.5,8,1.5,1,2.5,1.5,1.5,25,Moderate Risk,Average
ICICI Pru Multi Asset*,hybrid,Multi Asset Allocation,Regular,6.85,16.6,17.53,Hybrid: Multi Asset Allocation,11.24,15.78,13.48,,,1.16,8.86,16.11,6.94,2.26,AAA,4.14,25,https://www.valueresearchonline.com/funds/1471/,INF109K01761,101144,2,2,2,3,9,2,3,3,3,11,2.5,2,2,2,8.5,2,1.5,3.5,2,2,34,Very Low Risk,Good
ICICI Pru Passive Multi-Asset FoF*,hybrid,Multi Asset Allocation,Regular,10.97,13.37,,Hybrid: Multi Asset Allocation,11.24,15.78,,,,1.06,7.07,13.37,,,AAA,,25,https://www.valueresearchonline.com/funds/41930/,INF109KC1X81,149439,1,1,1,3,6,2,2,2,2,8,1,1,1,1,4,1,1,2,1.5,1.5,21.5,Moderate Risk,Average
Invesco India Multi Asset Allocation Reg,hybrid,Multi Asset Allocation,Regular,15.11,,,Hybrid: Multi Asset Allocation,11.24,,,,,,,,,,AAA,,25,https://www.valueresearchonline.com/funds/44736/,INF205KA1999,153046,1,1,1,3,6,1,1,1,1,4,2,1.5,1,2.5,7,1.5,1.5,3,1.5,1.5,21.5,Moderate Risk,Average
Kotak Multi Asset Active FoF Reg,hybrid,Multi Asset Allocation,Regular,,,,Hybrid: Multi Asset Allocation,,,,,,,,,,,AAA,,5,https://www.valueresearchonline.com/funds/45939/,INF174KA1ZR3,154319,,,,,,,,,,,,,,,,,,,,,,,
