Stock_Name,Symbol,ISIN,BSE_Code,Sector,Industry,Market_Cap(crores),Market_Cap_Category,Star_Rating,Quality_Score,Growth_Score,Valuation_Score,Momentum_Score,ROE,ROCE,ROA,Operating_Margin,Net_Margin,Revenue_Growth_1Y,Revenue_Growth_3Y,Revenue_Growth_5Y,Profit_Growth_1Y,Profit_Growth_3Y,Profit_Growth_5Y,EPS_Growth,PE,Industry_PE,PB,PEG,Dividend_Yield,Debt_Equity,Piotroski_Score,Return_1M,Return_6M,Return_1Y,Return_3Y,Return_5Y,Beta,Volatility,Promoter_Holding,FII_Holding,DII_Holding,VRO_URL,Revenue_Score,Profit_Score,Fund_Quality_Score,Profitability_Score,Financial_Strength_Score,Fund_Valuation_Score,Fundamental_Available_Max,Fundamental_Raw_Score,Fundamental_Data_Available,Fundamental_Score,VR_Available_Weight,VR_Raw_Weighted_Score,VR_Score,VR_Data_Available,Final_Stock_Score,Final_Rating,Confidence_Level
Central Bank of India,CENTRALBK,INE483A01010,532885,Financial Services,Banks—Regional,29127,Small Cap,,,,,,12.5,9.2,0.9,,12.51,,,,,,,11.6,6.4,10.09,0.8,0.55,3.7,,2,2.97,-14.02,-15.88,4.83,6.87,1.244,27.84,89.27,0.75,4.47,https://www.valueresearchonline.com/stocks/41526/central-bank-of-india/,,,12,10,15,15,75,52,Medium,69.33,0,0,0,None,69.33,Good,Medium
Mohit Industries Limited,MOHITIND,INE954E01012,531453,Consumer Cyclical,Textile Manufacturing,36,Small Cap,,,,,,-1.1,0.1,-0.4,0.7,-0.71,24.5,-5.8,-1.3,66.8,13,-206.1,67.6,,28.9,0.4,,0,0.1,3,2.61,-18.18,2.18,12.3,10.59,1.079,48.9,54.94,0,0,https://www.valueresearchonline.com/stocks/43336/mohit-industries-ltd/,5,5,5,5,15,,100,35,High,35,0,0,0,None,35,Poor,Medium
Chemfab Alkalis Limited,CHEMFAB,INE783X01023,541269,Basic Materials,Specialty Chemicals,525,Small Cap,2,3,5,5,1,-1.8,1.2,-0.6,-0.4,-0.96,-10.4,-4.5,9.8,-50.7,-52.2,24,-50.9,,26.75,1.4,,0.3,0.2,1,-3.04,-9.81,9.73,16.08,10.28,1.258,42.71,25.1,0.04,0.1,https://www.valueresearchonline.com/stocks/41559/chemfab-alkalis-ltd/,15,20,5,5,15,,100,60,High,60,1,38,38,High,52.3,Average,High
Subex Limited,SUBEXLTD,INE754A01055,532348,Technology,Software—Application,655,Small Cap,,,,,,-10,-5.5,5.5,5.9,10.39,-2.3,0,-5.6,195.8,37.6,-9.3,190.7,23,32.09,1.9,0.12,0,0,3,6.06,-1.45,-14.89,-25.68,-27.66,1.655,45.53,,1.1,0.02,https://www.valueresearchonline.com/stocks/44631/subex-ltd/,5,5,5,5,15,15,115,50,High,43.48,0,0,0,None,43.48,Average,Medium
Dar Credit & Capital Limited,DCCL,INE04Q901010,,Financial Services,NBFC & Lending,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
ACS Technologies Limited,ACSTECH,INE366C01021,530745,Technology,Information Technology Services,5717,Small Cap,,1,5,3,9,20.8,20.3,15.5,16.5,11.53,83,33.8,30.9,123.1,86.4,48.7,84.5,94.1,24.53,18.6,1.11,0.3,0.2,5,19.4,,41.81,95.2,95.34,,36.34,57.96,0.23,0.39,https://www.valueresearchonline.com/stocks/40848/asm-technologies-ltd/,20,20,18,10,15,3,115,86,High,74.78,0.6,23,38.33,Medium,62.02,Good,High
Landmark Property Development Company Limited,LPDC,INE197J01017,533012,Real Estate,Real Estate Services,87,Small Cap,,,,,,-8.9,-8.5,3.6,15.9,14.29,526.5,162.3,48.7,140.1,30.6,30.1,140.1,58.5,33.89,2.1,0.42,0,0,4,-5.07,-7.15,-22.12,0.51,4.33,1.208,48.66,64.86,0,0.13,https://www.valueresearchonline.com/stocks/43054/landmark-property-development-company-ltd/,20,20,5,20,15,3,115,83,High,72.17,0,0,0,None,72.17,Good,Medium
Divine Hira Jewellers Limited,DIVINEHIRA,INE0NA501011,,Consumer Cyclical,Jewellery,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Lords Chloro Alkali Limited,LORDSCHLO,INE846D01012,500284,Basic Materials,Chemicals,381,Small Cap,,3,7,6,5,3.7,5.5,6.7,12,7.18,44.4,9.8,20.4,361,-18.8,74,352.4,13.4,26.75,1.6,0.04,0,0.4,5,-3.04,-15.2,9.73,16.08,10.28,1.094,47.87,74.97,0.01,0.04,https://www.valueresearchonline.com/stocks/43098/lords-chloro-alkali-ltd/,20,20,5,15,15,15,115,90,High,78.26,0.6,30.5,50.83,Medium,68.66,Good,High
Mold-Tek Technologies Limited,MOLDTECH,INE835B01035,526263,Industrials,Engineering & Construction,387,Small Cap,,9,6,6,4,10.2,14.3,6.5,3,5.49,24.6,7.3,17,-17,-29.9,0.2,-17.7,38.4,22.69,3,,0,0,5,3.35,-12.91,13.86,27.04,28.83,1.259,42.89,49.85,0.01,0.48,https://www.valueresearchonline.com/stocks/43338/mold-tek-technologies-ltd/,20,5,12,5,15,11,115,68,High,59.13,0.6,40,66.67,Medium,61.77,Good,High
Cerebra Integrated Technologies Limited,CEREBRAINT,INE345B01019,532413,Industrials,Waste Management,42,Small Cap,,,,,,-25.1,-22,-32.1,-1157.9,-1200,-83.3,-59,-39.7,-93.4,-407.6,-325.6,-51.6,,43.67,0.5,,0,0,1,14.42,-48.14,-41.88,-16.85,-42.95,0.587,48.81,0.84,0,0.05,https://www.valueresearchonline.com/stocks/41538/cerebra-integrated-technologies-ltd/,5,5,5,5,15,,100,35,High,35,0,0,0,None,35,Poor,Medium
Seshaasai Technologies Limited,STYL,INE04VU01023,544533,Technology,Software—Infrastructure,4996,Small Cap,,8,7,6,8,41.5,37.7,28.8,23.3,16.66,-1.6,29.5,,8.2,81.2,,0.1,20.8,130.26,3.5,208,0.8,0,4,16.12,17.38,,,,1.011,41.55,81.8,0.33,2.89,https://www.valueresearchonline.com/stocks/370016/seshaasai-technologies-ltd/,,,25,20,15,15,75,75,Medium,100,0.6,43.5,72.5,Medium,90.38,Excellent,High
Integrity Infrabuild Developers Limited,INTEGRITY,INE0YSH01017,,Industrials,Construction & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Likhitha Infrastructure Limited,LIKHITHA,INE060901027,543240,Energy,Oil & Gas Equipment & Services,1013,Small Cap,,2,4,7,7,20.3,27.8,8.7,10.8,8.53,-10.8,9.2,21.1,-42.3,-12.6,9.5,-42.3,25.8,25.84,2.5,,0,0,4,26.77,30.63,-10.13,0.12,4.6,1.189,48.36,70.25,0.1,0,https://www.valueresearchonline.com/stocks/274343/likhitha-infrastructure-ltd/,20,15,25,15,15,15,115,105,High,91.3,0.6,27.5,45.83,Medium,75.39,Good,High
Cheviot Company Limited,CHEVIOT,INE974B01016,526817,Consumer Cyclical,Textile Manufacturing,659,Small Cap,5,9,5,7,8,10.9,14.1,7,12.3,9.51,24.6,-1,6.7,-10.5,-1.7,-7.4,-9.3,12.7,43.57,1.1,,2.2,0,5,2.61,11.3,2.18,12.3,10.59,0.826,25.88,74.88,0.29,0.16,https://www.valueresearchonline.com/stocks/41566/cheviot-company-ltd/,10,5,12,15,15,15,115,72,High,62.61,1,84,84,High,70.1,Good,High
Cholamandalam Investment and Finance Company Limited,CHOLAFIN,INE121A01024,511243,Financial Services,Credit Services,153466,Large Cap,,10,10,5,5,19.9,10.3,,,16.84,,,,,,,,29.3,15.96,5,,0,0,2,5.5,3.97,-0.4,11.02,10.19,1.682,32.31,,,,https://www.valueresearchonline.com/stocks/44936/cholamandalam-financial-holdings-ltd/,,,25,15,15,7,75,62,Medium,82.67,0.6,47.5,79.17,Medium,81.45,Excellent,High
MSP Steel & Power Limited,MSPL,INE752G01015,532650,Basic Materials,Steel,2370,Small Cap,,1,6,2,10,-3.8,6.4,2.1,4.3,1.2,-2,3.7,10.5,485.7,60.7,86.2,219.3,70.2,22.29,2.3,0.32,0,0,3,-0.76,13.11,55.94,69.53,31.39,1.355,44.57,40.22,0.12,16.8,https://www.valueresearchonline.com/stocks/43377/msp-steel-power-ltd/,15,20,5,5,15,3,115,63,High,54.78,0.6,24,40,Medium,49.61,Average,High
Meghmani Organics Limited,MOL,INE0CT101020,543331,Basic Materials,Agricultural Inputs,1256,Small Cap,,1,5,3,7,-0.7,3.4,,,1.33,,,,,,,,43.7,25.94,0.8,,0,0.1,1,-2.04,-27.1,-48.59,-18.45,,1.915,44.42,,,,https://www.valueresearchonline.com/stocks/43268/meghmani-organics-ltd/,,,5,,15,7,55,27,Low,49.09,0.6,21,35,Medium,44.16,Average,High
Royal Arc Electrodes Limited,ROYALARC,INE0EO401019,,Industrials,Industrial Consumables,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Lodha Developers Limited,LODHA,INE670K01029,543287,Real Estate,Real Estate—Development,94686,Mid Cap,,6,6,5,1,15.2,15.9,6.3,27.4,20.56,21,20.8,25.1,24,26.3,58,23.8,27.6,33.89,4.1,1.16,0.4,0.2,5,6.85,0.94,-35.57,13.29,22.46,1.793,35.18,72.27,21.24,1.26,https://www.valueresearchonline.com/stocks/278145/lodha-developers-ltd/,20,20,18,20,15,15,115,108,High,93.91,0.6,29.5,49.17,Medium,78.25,Good,High
Adani Power Limited,ADANIPOWER,INE814H01029,533096,Utilities,Utilities—Independent Power Producers,442102,Large Cap,4,8,4,4,10,21.9,17.8,10.2,28.1,23.91,-3.5,11.8,15.6,-0.8,6.2,58.8,-0.8,34.4,27.28,6.8,,0,0.8,4,4.54,52.73,109.63,67.85,57.12,1.102,41.94,74.96,11.73,0.08,https://www.valueresearchonline.com/stocks/40887/adani-power-ltd/,20,20,18,20,15,11,115,104,High,90.43,1,70,70,High,83.28,Excellent,High
The Motor & General Finance Limited,MOTOGENFIN,INE861B01023,501343,Real Estate,Real Estate Services,117,Small Cap,,,,,,1.6,2,61.2,-42.3,2100,-1.9,8,26.5,-2.5,9.9,34.7,18316.4,0.8,39.68,0.6,0,0,0,3,11.03,26.68,14.55,-2.13,7.24,1.264,45.97,69.6,2.66,0.01,https://www.valueresearchonline.com/stocks/43364/the-motor-general-finance-ltd/,20,20,5,5,15,15,115,80,High,69.57,0,0,0,None,69.57,Good,Medium
Aegis Vopak Terminals Limited,AEGISVOPAK,INE0INX01018,544407,Energy,Oil & Gas Equipment & Services,25883,Small Cap,,2,4,2,4,12.5,10.1,3.3,49.3,29.26,19.5,,,60.7,391.2,,41.7,83.4,5.2,7.6,2,0.1,0.1,5,12.45,12.52,-7.56,,,1.481,46.47,44.71,5.89,3.3,https://www.valueresearchonline.com/stocks/363739/aegis-vopak-terminals-ltd/,,,12,20,15,3,75,50,Medium,66.67,0.6,17,28.33,Medium,53.25,Average,High
Styrenix Performance Materials Limited,STYRENIX,INE189B01011,506222,Basic Materials,Chemicals,4087,Small Cap,4,7,6,6,3,24.9,29.5,7.8,6.7,5.41,-3.8,3.6,10.1,1.8,8.9,-3.4,0.9,22.4,19.35,3,24.89,0,0.2,4,-3.04,13.62,9.73,16.08,10.28,0.786,29.41,46.24,0.95,3.51,https://www.valueresearchonline.com/stocks/42615/styrenix-performance-materials-ltd/,15,5,25,10,15,15,115,85,High,73.91,1,67,67,High,71.49,Good,High
Moschip Technologies Limited,MOSCHIP,INE935B01025,532407,Technology,Semiconductor Equipment & Materials,3976,Small Cap,3,5,8,4,8,12.4,12.8,6,7,5.98,25.3,43.4,40.9,20.2,86.8,44.9,4.4,112.9,,9.7,25.66,0,0,5,1.69,24.55,13.75,,,1.779,52.27,39.83,0.4,0,https://www.valueresearchonline.com/stocks/43360/moschip-technologies-ltd/,20,20,5,5,15,3,115,68,High,59.13,1,60,60,High,59.43,Average,High
Linc Limited,LINC,INE802B01027,531241,Industrials,Business Equipment & Supplies,685,Small Cap,4,9,5,7,4,17.3,23.9,10.5,8.2,6.08,0.1,3,15.7,-5.3,-0.7,293.1,6.2,20.9,20.93,2.7,3.37,1.3,0,5,16.15,16.9,-20.19,-12.99,18.01,1.14,39.92,61.02,0.84,0,https://www.valueresearchonline.com/stocks/43080/linc-ltd/,20,20,25,10,15,15,115,105,High,91.3,1,72,72,High,84.55,Excellent,High
Eleganz Interiors Limited,ELGNZ,INE0R9101015,,Consumer Cyclical,Interior Products,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Advait Energy Transitions Limited,ADVAIT,INE0ALI01010,543230,Industrials,Specialty Industrial Machinery,2490,Small Cap,,3,8,5,9,23.7,27.9,10.3,11.3,7.41,79.7,71.8,55.1,72,82,126.3,67.8,48.1,40.88,9,0.71,0.1,0.1,5,13.32,56.61,,,,1.609,57.35,66.8,0.21,0.13,https://www.valueresearchonline.com/stocks/273541/advait-energy-transitions-ltd/,20,20,25,15,15,7,115,102,High,88.7,0.6,34.5,57.5,Medium,77.78,Good,High
Cera Sanitaryware Limited,CERA,INE739E01017,532443,Industrials,Building Products & Equipment,8174,Small Cap,4,8,7,5,8,18.4,23.2,10.7,11.2,9.95,7,4.4,11.3,-15.3,-0.6,15.7,-17,40,39.26,5.6,,1.2,0,5,10.91,25.42,-6.71,-6.17,8.03,0.854,28.11,54.41,14.2,2.23,https://www.valueresearchonline.com/stocks/41537/cera-sanitaryware-ltd/,15,20,25,15,15,11,115,101,High,87.83,1,74,74,High,82.99,Excellent,High
Century Plyboards (India) Limited,CENTURYPLY,INE348B01021,532548,Basic Materials,Lumber & Wood Production,16742,Small Cap,,4,5,4,4,8.1,10.2,5.5,8.7,4.87,19.2,14,20.4,38.9,-11.2,6.1,41.8,63.7,63.73,6.4,1.52,0.1,0.2,5,-1.58,-5.87,2.97,7.18,12.71,0.859,26.37,71.47,4.1,2.7,https://www.valueresearchonline.com/stocks/41534/century-plyboards-india-ltd/,20,10,12,10,15,3,115,70,High,60.87,0.6,25.5,42.5,Medium,54.44,Average,High
MphasiS Limited,MPHASIS,INE356A01018,526299,Technology,Information Technology Services,43199,Mid Cap,3,7,5,6,1,18.7,23.3,11.7,15.2,11.73,11.6,4.8,10.3,11,4.9,9.2,8.9,23.2,23.96,4.1,2.61,2.7,0.2,5,1.84,6.93,-15.63,7.32,2.01,0.901,28.6,30.55,19.51,14.7,https://www.valueresearchonline.com/stocks/43371/mphasis-ltd/,15,10,18,10,15,15,115,83,High,72.17,1,55.5,55.5,High,66.34,Good,High
Lumax Industries Limited,LUMAXIND,INE162B01018,517206,Consumer Cyclical,Auto Parts,4967,Small Cap,,3,8,4,9,19.4,17.8,3.8,6.1,4.11,23.5,21.7,24,38.1,21,60.5,23.3,28.8,32.28,5.4,1.24,1,0.2,5,-6.25,5.8,62.45,35.92,28.18,1.745,51.82,37.5,1.63,0.46,https://www.valueresearchonline.com/stocks/43109/lumax-industries-ltd/,20,20,18,10,15,15,115,98,High,85.22,0.6,33,55,Medium,74.64,Good,High
Concord Enviro Systems Limited,CEWATER,INE037Z01029,544315,Utilities,Utilities—Regulated Water,740,Small Cap,,1,3,6,2,13.6,15.2,2.1,2.3,2.69,-6.2,21.8,9.2,-66.5,52.3,49.2,-72.6,37.4,31.52,1.3,,0,0,4,30.12,-27.85,-37.73,,,1.266,49.25,51.43,1.28,0.3,https://www.valueresearchonline.com/stocks/355659/concord-enviro-systems-ltd/,20,20,18,5,15,11,115,89,High,77.39,0.6,17.5,29.17,Medium,60.51,Good,High
LT Foods Limited,LTFOODS,INE818H01020,532783,Consumer Defensive,Packaged Foods,13414,Small Cap,3,5,6,5,4,16.9,21.4,7.5,8.3,5.71,26.1,16.4,18.2,3.3,15.8,17.9,3.3,21.4,14.85,3,6.48,0.8,0,5,-2.75,1.71,-12.71,43.8,39.13,1.583,38.01,51.01,8.74,1.28,https://www.valueresearchonline.com/stocks/43104/lt-foods-ltd/,20,20,18,10,15,15,115,98,High,85.22,1,54.5,54.5,High,74.47,Good,High
Advance Agrolife Limited,ADVANCE,INE1B0W01010,544562,Basic Materials,Agricultural Inputs,706,Small Cap,4,4,7,6,6,29.1,27,11.3,8.3,5.49,27,26.1,,37.6,41.8,,210.6,20,25.94,2.3,0.09,0,0.1,5,5.55,-5.18,,,,1.896,54.12,69.89,2.58,1.92,https://www.valueresearchonline.com/stocks/370295/advance-agrolife-ltd/,,,25,10,15,15,75,65,Medium,86.67,1,65.5,65.5,High,79.26,Good,High
Lupin Limited,LUPIN,INE326A01037,500257,Healthcare,Drug Manufacturers—Specialty & Generic,107091,Mid Cap,4,6,7,6,8,21.1,22,15.9,26.6,19.08,23.1,18.9,13,75.6,137.5,36.5,62.3,20.1,35.73,4.8,0.32,0.8,0.1,5,2.7,0.5,21.37,39.77,15.51,0.588,20.49,46.57,21.7,8.4,https://www.valueresearchonline.com/stocks/43111/lupin-ltd/,20,20,25,20,15,15,115,115,High,100,1,71.5,71.5,High,90.03,Excellent,High
Ken Enterprises Limited,KEN,INE15DO01012,,Consumer Cyclical,Textiles,98,,,,,,,15.7,28.1,,,,,,,,,,,6.4,23.58,0.8,,0,0.3,2,15.34,3.51,1.14,,,,,,,,https://www.valueresearchonline.com/stocks/29012/ken-enterprises-ltd/#overview,,,25,,15,15,55,55,Low,100,0,0,0,None,100,Excellent,Medium
Century Extrusions Limited,CENTEXT,INE281A01026,500083,Basic Materials,Aluminum,158,Small Cap,,,,,,12.7,18.3,6.1,5.4,2.3,11,8.8,20.6,15.6,21,39.4,10.5,14.4,15.99,1.9,1.37,0,0,5,-1.99,-15.11,-0.7,26.49,16.11,1.267,54.46,52.04,0.14,0,https://www.valueresearchonline.com/stocks/41533/century-extrusions-ltd/,20,20,25,10,15,15,115,105,High,91.3,0,0,0,None,91.3,Excellent,Medium
NIKITA GREENTECH RECYCLING LIMITED,NIKITA,INE0FLF01015,,Industrials,Waste Management & Recycling,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Acme Solar Holdings Limited,ACMESOLAR,INE622W01025,544283,Utilities,Utilities—Renewable,25228,Small Cap,3,4,4,3,9,7.8,8.5,2.1,64.9,24.67,44,-1.9,-4.6,84.1,59.3,24,95.8,50.6,22.24,3.2,0.53,0.1,3.3,4,23.09,43.4,43.4,,,0.297,39.87,83.29,3.6,1.71,https://www.valueresearchonline.com/stocks/353390/acme-solar-holdings-ltd/,5,20,5,20,3,7,115,60,High,52.17,1,51.5,51.5,High,51.94,Average,High
Adroit Infotech Limited,ADROITINFO,INE737B01033,532172,Technology,Information Technology Services,51,Small Cap,,,,,,1.3,4,,,8.16,,,,,,,,15.3,23.96,0.6,,0,0,2,0.11,-12.96,-19.67,-11.69,2.78,0.911,38.33,,,,https://www.valueresearchonline.com/stocks/41639/adroit-infotech-ltd/,,,5,,15,15,55,35,Low,63.64,0,0,0,None,63.64,Good,Medium
Loyal Textile Mills Limited,LOYALTEX,INE970D01010,514036,Consumer Cyclical,Textile Manufacturing,112,Small Cap,,,,,,-17.4,-2.8,-10.5,-12.7,-15.15,-36.6,-32.7,-17.5,44.3,-375,-212.4,-26.2,,58.86,0.6,,0,0,1,2.61,-3.49,2.18,12.3,10.59,0.278,51.81,73.49,0,0.04,https://www.valueresearchonline.com/stocks/43102/loyal-textile-mills-ltd/,5,5,5,5,15,,100,35,High,35,0,0,0,None,35,Poor,Medium
MOIL Limited,MOIL,INE490G01020,533286,Basic Materials,Other Industrial Metals & Mining,5686,Small Cap,4,9,7,6,4,15,19.1,8.3,16.3,17.79,-5.3,3.8,5,-29.9,2.6,3.9,-29.9,21.3,21.26,2.1,,1.3,0,4,-7.88,-3.49,-24.53,19.55,7.48,1.084,39.6,64.68,4.16,5.2,https://www.valueresearchonline.com/stocks/45487/moil-ltd/,10,5,25,20,15,15,115,90,High,78.26,1,73.5,73.5,High,76.59,Good,High
Rexpro Enterprises Limited,REXPRO,INE113601012,,Industrials,Manufacturing Services,44,,,,,,,22.6,28.9,,,,,,,,,,,20,17.25,0.7,,0,0.1,2,-6.9,-3.45,-53.11,,,,,,,,https://www.valueresearchonline.com/stocks/28999/rexpro-enterprises-ltd/#overview,,,25,,15,15,55,55,Low,100,0,0,0,None,100,Excellent,Medium
ADF Foods Limited,ADFFOODS,INE982B01027,519183,Consumer Defensive,Packaged Foods,3307,Small Cap,4,7,5,4,9,14.8,20,13,16,13.18,15.9,14.9,13.1,36.8,19.4,13.8,28.6,36.8,36.77,5.8,1.29,0.4,0,5,6.09,83.47,6.21,17.03,10,1.458,45.98,23.05,11.55,7.77,https://www.valueresearchonline.com/stocks/40839/adf-foods-ltd/,20,20,18,20,15,11,115,104,High,90.43,1,68.5,68.5,High,82.75,Excellent,High
Steel Strips Wheels Limited,SSWL,INE802C01033,513262,Consumer Cyclical,Auto Parts,3615,Small Cap,4,5,7,6,7,13.6,15.8,5.3,7.2,3.67,17,8.7,24.3,-3.7,1.4,32.6,-3.9,19,27.32,2.1,,0.7,0.2,5,9.84,17.28,-13.38,6.18,24.5,1.403,36.36,61.14,8.22,3.55,https://www.valueresearchonline.com/stocks/44604/steel-strips-wheels-ltd/,20,20,18,10,15,15,115,98,High,85.22,1,68.5,68.5,High,79.37,Good,High
Motisons Jewellers Limited,MOTISONS,INE0FRK01020,544053,Consumer Cyclical,Luxury Goods,1607,Small Cap,2,1,6,4,4,12.3,14.5,11.8,17.4,13.06,5.9,13.7,16.1,48.1,43.1,68.7,47,25.2,21.84,2.5,0.54,0,0,5,18.56,2.81,-30.48,,,1.726,47,64.86,2.03,0.48,https://www.valueresearchonline.com/stocks/328156/motisons-jewellers-ltd/,20,20,12,20,15,15,115,102,High,88.7,1,37,37,High,70.61,Good,High
L&T Technology Services Limited,LTTS,INE010V01017,540115,Technology,Information Technology Services,35263,Mid Cap,4,10,7,6,1,19.8,27.7,12.3,14.2,11.19,12.6,9.7,16.4,6.9,2.9,14.8,1,27.6,29.37,5.5,27.6,1.7,0,5,-2.83,5.36,-23.3,-4.52,3.08,0.963,34.67,73.57,3.86,10.32,https://www.valueresearchonline.com/stocks/101783/lt-technology-services-ltd/,20,15,25,10,15,15,115,100,High,86.96,1,72.5,72.5,High,81.9,Excellent,High
Accretion Pharmaceuticals Limited,ACCPL,INE0T8T01010,,Healthcare,Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Capital India Finance Limited,CIFL,INE345H01024,530879,Financial Services,Credit Services,1007,Small Cap,1,1,5,2,1,-1.7,6.5,1.7,3.4,7.18,-2.7,-5.8,18.5,-5.7,-7.4,16.8,2408,25.9,30.31,1.5,0.01,0,0,3,1.99,-34.97,-39.19,,,1.305,41.65,72.59,0.03,0,https://www.valueresearchonline.com/stocks/41372/capital-india-finance-ltd/,20,20,5,5,15,15,115,80,High,69.57,1,21.5,21.5,High,52.75,Average,High
Mufin Green Finance Limited,MUFIN,INE08KJ01020,542774,Financial Services,Credit Services,2546,Small Cap,,3,6,3,10,8.1,12.4,1.8,70.2,12.11,36.7,84.5,57.3,39,50.3,34.8,24.8,90.1,25.12,4.4,3.63,0,,4,5.53,12.23,79.89,,,1.072,37.38,47.3,1.18,9.28,https://www.valueresearchonline.com/stocks/258702/mufin-green-finance-ltd/,20,20,5,10,15,7,115,77,High,66.96,0.6,29.5,49.17,Medium,60.73,Good,High
Chandan Healthcare Limited,CHANDAN,INE0B2N01016,,Healthcare,Healthcare Services,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Cineline India Limited,CINELINE,INE704H01022,532807,Communication Services,Entertainment,268,Small Cap,,,,,,-12.2,-3.1,3.5,8.5,5.06,12.4,40.4,68.5,248.5,41.8,8.7,119,23.2,618.16,1.7,0.19,1.6,0,4,-1.69,-7.71,-13.33,-3.47,9.36,0.727,39.3,69.6,2.19,0,https://www.valueresearchonline.com/stocks/41604/cineline-india-ltd/,20,15,5,10,15,15,115,80,High,69.57,0,0,0,None,69.57,Good,Medium
Sterling Tools Limited,STERTOOLS,INE334A01023,530759,Industrials,Tools & Accessories,913,Small Cap,,5,6,6,3,12.4,14.4,3.6,4.4,3.5,-19.3,2.4,18.5,-59.6,-19.6,0,-49.9,31.1,32.28,1.7,,1.1,0,4,8.48,-10.64,-29.69,-12.37,6,1.905,49.16,64.86,0.24,0.34,https://www.valueresearchonline.com/stocks/44616/sterling-tools-ltd/,20,5,12,5,15,11,115,68,High,59.13,0.6,31,51.67,Medium,56.52,Average,High
Advani Hotels & Resorts (India) Limited,ADVANIHOTR,INE199C01026,523269,Consumer Cyclical,Lodging,489,Small Cap,5,10,5,8,5,34.5,46,7.3,27.3,22.43,-0.7,2.7,31.2,-7.1,-5,51.6,-9.7,20.5,31.59,1,,3.4,0,4,-0.22,-4.75,-12.22,6.95,10.16,0.816,28.71,47.25,0.2,0,https://www.valueresearchonline.com/stocks/40913/advani-hotels-resorts-india-ltd/,20,20,25,20,15,15,115,115,High,100,1,84.5,84.5,High,94.58,Excellent,High
Linde India Limited,LINDEINDIA,INE473A01011,523457,Basic Materials,Specialty Chemicals,59887,Mid Cap,3,9,3,3,7,13.3,17.2,9,26.6,21.69,1.8,-0.9,10.5,20.7,5.2,24.7,20.7,109.1,23.49,14,5.27,0.2,0,5,-3.04,12.77,9.73,16.08,10.28,0.736,27.08,75,2.05,0.44,https://www.valueresearchonline.com/stocks/41231/linde-india-ltd/,15,20,18,20,15,3,115,91,High,79.13,1,58,58,High,71.73,Good,High
CESC Limited,CESC,INE486A01021,500084,Utilities,Utilities—Regulated Electric,22270,Small Cap,3,3,6,6,6,12.2,11.7,3.7,16.8,8.27,9.2,9.2,9.8,12.1,4.6,2.9,12.1,14.4,27.28,1.8,1.19,3.6,1.2,4,-5.19,11.8,0.88,32.7,16.97,0.865,28.78,52.11,11.6,8.15,https://www.valueresearchonline.com/stocks/41472/cesc-ltd/,20,5,12,20,11,15,115,83,High,72.17,1,54,54,High,65.81,Good,High
Acutaas Chemicals Limited,ACUTAAS,INE00FF01025,543349,Basic Materials,Specialty Chemicals,26997,Small Cap,4,8,7,2,10,16.2,20.1,20.2,33.2,26.59,33,29.5,33.3,124.5,62.3,42.3,179.4,75.8,44.62,16.3,0.42,0.1,,4,11.82,100.93,201.87,73.67,,0.836,42.7,32.66,19.48,5.75,https://www.valueresearchonline.com/stocks/286360/acutaas-chemicals-ltd/,20,20,25,20,,3,100,88,High,88,1,71.5,71.5,High,82.23,Excellent,High
Archean Chemical Industries Limited,ACI,INE128X01021,543657,Basic Materials,Chemicals,6443,Small Cap,,2,2,4,5,5.6,7.9,3.9,13.5,9.71,2.7,-10.3,,-28.1,-26.2,,-16.5,60.3,37.22,3.3,,0.5,0.2,5,-2.32,-3.9,-15.14,-0.79,,0.445,31.95,53.43,11.09,8.59,https://www.valueresearchonline.com/stocks/311575/archean-chemical-industries-ltd/,,,5,15,15,3,75,38,Medium,50.67,0.6,18,30,Medium,43.44,Average,High
Iware Supplychain Services Limited,IWARE,INE1AII01014,,Industrials,Supply Chain & Logistics,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
